Latitude,Longitude,Altitude,Sat.X,Sat.Y,Sat.Z
32.16670230776332,34.80470319700695,1586.868829390034,25023639.6240527,4783845.804169687,8137692.350133545
32.16450443199267,34.81608999303596,-2827.8229289669544,-1620081.7744787035,17327678.89277763,20172485.06377191
32.16497645633888,34.808442790638374,2566.163769912906,15757452.408317763,1890975.957163493,21856363.72227612
32.16415294241705,34.81699779912142,-2636.3182520698756,23098436.983025927,13303367.387089957,-3014966.440680798
32.16880246583929,34.81382971182566,78.31220992468297,7810468.746056123,17849813.844240233,18350828.84000951
32.168841671064534,34.81375072324595,23.98839297797531,25024485.673475336,4784495.73568894,8134789.066819822
32.169020748991436,34.805792853402885,-2327.814175453037,-1622221.7386181047,17329011.9448335,20171123.3000626
32.16890052209005,34.81375882171954,47.5259445887059,15757890.182902262,1893596.489021039,21855909.19883369
32.16890641746765,34.8137231225801,56.460688267834485,23098025.775149062,13303432.704174263,-3018087.68460974
32.16880510687166,34.81367487436202,57.137997929006815,5169380.722935404,25825521.78461427,-3459569.3951893607
32.168833430846,34.81372414847669,45.94260553922504,7808348.177779548,17848964.775606938,18352557.3669648
32.16410758343548,34.82089122908506,-1463.8571551069617,14633733.886359746,-4876403.146818345,22088069.517008904
32.16412652555799,34.81692460947811,-2627.4165337895975,25025331.442510437,4785145.479727181,8131885.568654007
32.16407142268378,34.82091991088734,-1457.126951762475,-1624361.482773332,17330345.035913814,20169761.111179907
32.16413431917068,34.820843263297576,-1480.1293349396437,15758328.104805518,1896216.9288764256,21855454.233308345
32.16878095022979,34.813758536533136,58.73568755667657,23097614.222629804,13303497.87727221,-3021208.866181496
32.16883756394799,34.81368681695595,53.7675241176039,7806227.364952,17848115.740182087,18354285.51232206
32.16887971537986,34.81365645267113,59.06525663193315,14634187.149074417,-4873751.769524982,22088388.030829635
32.16891192101316,34.8135136258357,71.28922502882779,25026176.90465797,4785795.015990736,8128981.946531652
32.16881911008105,34.813543960068,45.45169000979513,-1626501.006911113,17331678.165967982,20168398.49714693
32.16881099950507,34.813402332688526,58.98220756743103,15758766.173984352,1898837.2765154084,21854998.82573954
32.168846121877294,34.81338630481503,51.7711111465469,23097202.325449765,13303562.90643484,-3024329.9853714406
32.16881429401588,34.81331679614783,34.19555577915162,5168924.809042597,25826449.37859963,-3453295.7093687
32.171467452986256,34.825843808037035,-2258.034187261015,7804106.307497054,17847266.73796886,18356013.276138343
32.171452324240505,34.82575249015901,-2258.7444103900343,14634640.578020563,-4871100.385080923,22088706.094381887
32.168831625312436,34.81296795003808,53.65481892414391,23139970.13875702,-12054947.730469286,4452366.880521359
32.1688385443925,34.81284413916577,51.54288927279413,25027022.07980099,4786444.359818455,8126078.132103045
32.168846647228335,34.81277081205892,52.694104040041566,-1628640.3109857654,17333011.334937595,20167035.457994778
32.16882199999362,34.81269855174267,47.18736175261438,15759204.390443947,1901457.532013134,21854542.97611644
32.16888745575801,34.812573866360275,47.59005443472415,23096790.083593797,13303627.79171246,-3027451.042131644
32.168808342937695,34.81256227853044,40.27103737741709,5168696.831624981,25826912.60399257,-3450158.780773524
32.164369808060016,34.82022345182764,-1292.307364036329,7801985.005542928,17846417.76905237,18357740.658303924
32.16889493730826,34.812403523730545,45.56594709306955,14635094.173222909,-4868448.993377693,22089023.707681317
32.16409799322729,34.81945694803269,-1458.8988467035815,25027866.96120423,4787093.506100158,8123174.148416854
32.16409008752687,34.81935298138363,-1463.5180109292269,-1630779.3949921867,17334344.54278957,20165671.993728597
32.16883454194643,34.812284245284324,43.579919124022126,15759642.754154645,1904077.6952364217,21854086.684464406
32.16893855666838,34.8122427811125,45.57001263368875,23096377.497063693,13303692.533152953,-3030572.036284853
32.175446015941475,34.818884062473366,-993.7915638890117,5168468.837512508,25827375.45436429,-3447021.754161203
32.16792344580222,34.82309315383762,-2062.1609142972156,7799863.459070533,17845568.833458506,18359467.658829365
32.16884098090005,34.8120631355433,51.62073571048677,14635547.934660677,-4865797.594572751,22089340.870711718
32.16880935784883,34.81197074159704,45.60915389470756,23139242.50169864,-12053934.054609507,4458701.712114238
32.16879658621584,34.81194652901467,48.485826128162444,25028711.54888712,4787742.454915313,8120269.995327829
32.168709358974354,34.81177773597837,35.01277146022767,-1632918.25883264,17335677.78943325,20164308.1044125
32.168806251545895,34.81175282567808,36.61255030054599,15760081.265101964,1906697.7661432133,21853629.950793028
32.16874982810343,34.81164099331958,37.06237033754587,23095964.56583222,13303757.130808905,-3033692.9678732757
32.16401991994922,34.81859079213525,-1469.3156230235472,5168240.828453019,25827837.92605218,-3443884.654355045
32.16875699606323,34.81139513567474,55.73473674245179,7797741.668138775,17844719.931244783,18361194.277661305
32.16873856370709,34.811256650455064,45.49032115843147,14636001.86235392,-4863146.188584917,22089657.583485432
32.16879938022974,34.81112991898977,54.69242999702692,23138878.23681188,-12053426.850471737,4461868.946930414
32.16878975013828,34.811076396725696,41.579533932730556,25029555.842780422,4788391.20627442,8117365.672996037
32.16881807079624,34.810927592244035,49.202497355639935,-1635056.9025447585,17337011.074862063,20162943.79002451
32.16878804299029,34.81093363722469,55.18649576790631,15760519.923258426,1909317.7446132344,21853172.775125463
32.1687721553879,34.81094556363374,49.573956162668765,23095551.28989876,13303821.584728386,-3036813.836739284
32.16885470193357,34.81086581679105,52.4193988321349,5168012.804393136,25828300.019053843,-3440747.481402782
32.16871459442724,34.81085272379306,30.563953512348235,7795619.632812711,17843871.0624708,18362920.51474176
32.16869666127437,34.81078383115752,66.5374508453533,14636455.956279632,-4860494.7755844975,22089973.845984723
